phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
7321074,https://bit.ly/3BLFo5s,http://www.phishtank.com/phish_detail.php?phish_id=7321074,2021-10-15T10:15:28+00:00,yes,2021-10-29T14:14:01+00:00,yes,Other
7321059,https://adaptkauai.com/login.php,http://www.phishtank.com/phish_detail.php?phish_id=7321059,2021-10-15T10:01:37+00:00,yes,2021-10-15T10:08:33+00:00,yes,Other
7321058,https://lunarcrypto.net/webappsuite/new/send.php,http://www.phishtank.com/phish_detail.php?phish_id=7321058,2021-10-15T09:58:15+00:00,yes,2021-10-15T10:08:33+00:00,yes,Other
7321041,https://sites.google.com/view/iuouoip/home,http://www.phishtank.com/phish_detail.php?phish_id=7321041,2021-10-15T09:27:23+00:00,yes,2021-10-15T09:36:11+00:00,yes,Other
7321040,https://sites.google.com/view/fdfsdsdeuuuuuuup/home,http://www.phishtank.com/phish_detail.php?phish_id=7321040,2021-10-15T09:25:14+00:00,yes,2021-10-15T09:36:11+00:00,yes,Other
7321038,https://sites.google.com/view/qwerrrt/home,http://www.phishtank.com/phish_detail.php?phish_id=7321038,2021-10-15T09:22:43+00:00,yes,2021-10-15T09:26:36+00:00,yes,Other
7321037,https://sites.google.com/view/gdygdfppppowlwoe/home,http://www.phishtank.com/phish_detail.php?phish_id=7321037,2021-10-15T09:20:24+00:00,yes,2021-10-15T09:26:36+00:00,yes,Other
7321004,"https://allegrolokalnie-pl.translate.goog/oferta/lampki-led-choinka-200?_x_tr_sl=pl&amp;_x_tr_tl=no&amp;_x_tr_hl=no&amp;_x_tr_pto=nui,sc",http://www.phishtank.com/phish_detail.php?phish_id=7321004,2021-10-15T08:41:54+00:00,yes,2021-10-15T08:47:26+00:00,yes,Allegro
7320982,https://bc.payreceivelbc.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320982,2021-10-15T07:54:11+00:00,yes,2021-10-24T23:36:54+00:00,yes,Other
7320950,https://linktr.ee/btonlinecustomerservice,http://www.phishtank.com/phish_detail.php?phish_id=7320950,2021-10-15T07:13:41+00:00,yes,2021-10-15T07:19:24+00:00,yes,Other
7320945,https://sites.google.com/view/gdhdhgfgfhfh/home,http://www.phishtank.com/phish_detail.php?phish_id=7320945,2021-10-15T07:10:06+00:00,yes,2021-10-15T07:19:24+00:00,yes,Other
7320941,https://terygay.com,http://www.phishtank.com/phish_detail.php?phish_id=7320941,2021-10-15T07:04:40+00:00,yes,2021-10-27T07:17:28+00:00,yes,Other
7320939,https://investpl.work,http://www.phishtank.com/phish_detail.php?phish_id=7320939,2021-10-15T07:02:19+00:00,yes,2021-10-29T14:46:27+00:00,yes,Other
7320927,"https://services.runescape.com-vzla.ru/m=weblogin/loginform183,458,133,96969664,2497",http://www.phishtank.com/phish_detail.php?phish_id=7320927,2021-10-15T06:27:40+00:00,yes,2021-10-15T06:43:40+00:00,yes,RuneScape
7320919,https://citi85banamex.com/Acceso369/Acceso-Movil/indexx.php,http://www.phishtank.com/phish_detail.php?phish_id=7320919,2021-10-15T06:05:21+00:00,yes,2021-10-19T23:56:14+00:00,yes,Citibank
7320900,https://nex-venture.com/wp-content/plugins/nasimsnokh/owa/ionos/,http://www.phishtank.com/phish_detail.php?phish_id=7320900,2021-10-15T05:57:51+00:00,yes,2021-10-15T06:09:30+00:00,yes,Other
7320853,https://spectreindia.co/intesa.login.app,http://www.phishtank.com/phish_detail.php?phish_id=7320853,2021-10-15T03:00:38+00:00,yes,2021-10-15T03:20:09+00:00,yes,Other
7320849,https://kecc.com/rmsnzaksfile/home,http://www.phishtank.com/phish_detail.php?phish_id=7320849,2021-10-15T03:00:26+00:00,yes,2021-10-15T03:20:09+00:00,yes,Other
7320846,https://sites.google.com/view/mobile-site-pages/pages,http://www.phishtank.com/phish_detail.php?phish_id=7320846,2021-10-15T02:58:49+00:00,yes,2021-10-15T03:20:09+00:00,yes,Facebook
7320838,https://bit.ly/system-mobile,http://www.phishtank.com/phish_detail.php?phish_id=7320838,2021-10-15T02:54:22+00:00,yes,2021-10-15T02:57:19+00:00,yes,Facebook
7320807,https://facebooks.azurewebsites.net/,http://www.phishtank.com/phish_detail.php?phish_id=7320807,2021-10-15T02:04:43+00:00,yes,2021-10-15T02:18:01+00:00,yes,Other
7320780,https://spectreindia.co/intesa.login.app/,http://www.phishtank.com/phish_detail.php?phish_id=7320780,2021-10-15T02:02:51+00:00,yes,2021-10-15T02:18:01+00:00,yes,Other
7320777,https://www.websitefun.info/landingpage/dd263864-38a2-466a-be2f-4e5ec6c5e042/RNoy9rEbJaFR5CXiJetloM7j8gdkeEHiV2jqW7D2e3I,http://www.phishtank.com/phish_detail.php?phish_id=7320777,2021-10-15T02:02:36+00:00,yes,2021-11-01T03:48:14+00:00,yes,Other
7320773,http://observatoriodoalgarve.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320773,2021-10-15T02:02:09+00:00,yes,2021-10-15T02:18:01+00:00,yes,Other
7320752,https://www.solutionfun.info/landingpage/dd263864-38a2-466a-be2f-4e5ec6c5e042/4M-L8c5THAabk88lwZNy_0oY-Kh0G2dvZPo2xH4-xlY,http://www.phishtank.com/phish_detail.php?phish_id=7320752,2021-10-15T02:00:58+00:00,yes,2021-10-18T20:36:08+00:00,yes,Other
7320751,https://kecc.com/rmsnzaksfile/home/,http://www.phishtank.com/phish_detail.php?phish_id=7320751,2021-10-15T02:00:50+00:00,yes,2021-10-15T02:18:02+00:00,yes,Other
7320750,https://dsvent.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320750,2021-10-15T02:00:46+00:00,yes,2021-10-15T02:18:02+00:00,yes,Other
7320740,https://bit.ly/3DL3SML?Confirmation,http://www.phishtank.com/phish_detail.php?phish_id=7320740,2021-10-15T01:41:16+00:00,yes,2021-10-15T01:50:06+00:00,yes,Facebook
7320737,https://bit.ly/3FLEIiN?Confirmation,http://www.phishtank.com/phish_detail.php?phish_id=7320737,2021-10-15T01:38:40+00:00,yes,2021-10-15T01:50:06+00:00,yes,Facebook
7320730,https://bit.ly/3n9WbJp,http://www.phishtank.com/phish_detail.php?phish_id=7320730,2021-10-15T01:34:10+00:00,yes,2021-10-15T01:36:51+00:00,yes,Facebook
7320712,"https://services.runescape.com-vzla.ru/m=weblogin/loginform541,353,897,21432564,2808",http://www.phishtank.com/phish_detail.php?phish_id=7320712,2021-10-15T01:06:44+00:00,yes,2021-10-15T01:17:53+00:00,yes,Other
7320692,"https://services.runescape.com-ro.ru/m=weblogin/loginform477,427,369,26265226,2808",http://www.phishtank.com/phish_detail.php?phish_id=7320692,2021-10-15T00:21:30+00:00,yes,2021-10-15T00:27:17+00:00,yes,Other
7320617,https://www.espo.cearcod.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320617,2021-10-14T23:05:58+00:00,yes,2021-10-14T23:13:34+00:00,yes,Other
7320616,https://www.epsso.cearccd.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320616,2021-10-14T23:03:19+00:00,yes,2021-10-14T23:13:34+00:00,yes,Other
7320614,https://www.eppsc.cearcod.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320614,2021-10-14T23:00:04+00:00,yes,2021-10-14T23:13:34+00:00,yes,Other
7320613,https://www3.epssc.cearccd.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320613,2021-10-14T22:58:28+00:00,yes,2021-10-14T23:13:34+00:00,yes,Other
7320612,https://www.ecssps.cearcod.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320612,2021-10-14T22:56:54+00:00,yes,2021-10-14T23:13:34+00:00,yes,Other
7320610,https://www.eospo.cearcod.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320610,2021-10-14T22:55:19+00:00,yes,2021-10-14T23:13:34+00:00,yes,Other
7320607,https://sites.google.com/site/safetycheck427064200647221/,http://www.phishtank.com/phish_detail.php?phish_id=7320607,2021-10-14T22:52:16+00:00,yes,2021-10-14T22:54:00+00:00,yes,Facebook
7320580,http://detcgcvbzjyipjeadvangqrccfhwqv.66ghz.com/,http://www.phishtank.com/phish_detail.php?phish_id=7320580,2021-10-14T21:28:01+00:00,yes,2021-10-14T21:37:12+00:00,yes,Other
7320579,https://short.npru.ac.th/detcgcvbzjyipjeadvangqrccfhwqv/333c,http://www.phishtank.com/phish_detail.php?phish_id=7320579,2021-10-14T21:27:59+00:00,yes,2021-10-14T21:37:12+00:00,yes,Other
7320566,https://vk.com/away.php?to=https://danbbq.com/?key,http://www.phishtank.com/phish_detail.php?phish_id=7320566,2021-10-14T20:46:11+00:00,yes,2021-10-15T05:07:49+00:00,yes,"Internal Revenue Service"
7320539,http://frifo-itaupy.eb2a.com,http://www.phishtank.com/phish_detail.php?phish_id=7320539,2021-10-14T20:00:41+00:00,yes,2021-10-15T04:54:32+00:00,yes,Itau
7320454,https://reignbike.com/?key,http://www.phishtank.com/phish_detail.php?phish_id=7320454,2021-10-14T18:17:16+00:00,yes,2021-10-24T18:13:31+00:00,yes,"Internal Revenue Service"
7320421,https://k3ja6d.webwave.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7320421,2021-10-14T17:15:25+00:00,yes,2021-10-14T17:18:52+00:00,yes,"Internal Revenue Service"
7320403,https://cloudtracker.com.br/pake/?key,http://www.phishtank.com/phish_detail.php?phish_id=7320403,2021-10-14T16:28:28+00:00,yes,2021-10-19T07:08:53+00:00,yes,"Internal Revenue Service"
7320372,https://certi-code.com/61e46,http://www.phishtank.com/phish_detail.php?phish_id=7320372,2021-10-14T16:00:34+00:00,yes,2021-10-14T16:10:12+00:00,yes,Other
7320349,https://l.wl.co/l?u=https://abre.ai/dowu?userid=aJf0mm8d,http://www.phishtank.com/phish_detail.php?phish_id=7320349,2021-10-14T15:26:50+00:00,yes,2021-10-14T15:40:16+00:00,yes,Other
7320333,https://sites.google.com/view/orange-bank-france-/accueil,http://www.phishtank.com/phish_detail.php?phish_id=7320333,2021-10-14T15:09:28+00:00,yes,2021-11-01T14:29:03+00:00,yes,Other
7320279,https://www.crpmoney.com/0fd600c953cde8121262e322ef09f70e/,http://www.phishtank.com/phish_detail.php?phish_id=7320279,2021-10-14T14:17:23+00:00,yes,2021-10-14T14:27:17+00:00,yes,Netflix
7320278,https://www.crpmoney.com/043ab21fc5a1607b381ac3896176dac6/,http://www.phishtank.com/phish_detail.php?phish_id=7320278,2021-10-14T14:17:17+00:00,yes,2021-10-14T14:27:17+00:00,yes,Netflix
7320277,https://www.crpmoney.com/0602940f23884f782058efac46f64b0f/,http://www.phishtank.com/phish_detail.php?phish_id=7320277,2021-10-14T14:17:11+00:00,yes,2021-10-14T14:27:17+00:00,yes,Netflix
7320273,https://www.crpmoney.com/0738069b244a1c43c83112b735140a16/,http://www.phishtank.com/phish_detail.php?phish_id=7320273,2021-10-14T14:17:06+00:00,yes,2021-10-14T14:27:17+00:00,yes,Netflix
7320272,https://www.crpmoney.com/1dba5eed8838571e1c80af145184e515/,http://www.phishtank.com/phish_detail.php?phish_id=7320272,2021-10-14T14:17:01+00:00,yes,2021-10-14T14:27:17+00:00,yes,Netflix
7320271,https://www.crpmoney.com/netflix/main/,http://www.phishtank.com/phish_detail.php?phish_id=7320271,2021-10-14T14:16:50+00:00,yes,2021-10-14T14:27:17+00:00,yes,Netflix
7320261,https://www.prernaindustries.com/wells/i1.html?US=_d1a6e9c9ec7194c240e0b36d9f26a3f0=United%20States,http://www.phishtank.com/phish_detail.php?phish_id=7320261,2021-10-14T14:06:25+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320260,https://prernaindustries.com/wells/i1.html?US=_d1a6e9c9ec7194c240e0b36d9f26a3f0=United%20States,http://www.phishtank.com/phish_detail.php?phish_id=7320260,2021-10-14T14:06:23+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320258,https://still-math-4bfc.dhkupdatedlogin.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7320258,2021-10-14T14:06:15+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320246,https://puneinfoguide.eclatmediasolution.website/,http://www.phishtank.com/phish_detail.php?phish_id=7320246,2021-10-14T14:05:26+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320243,http://opsxpert.com/all/ppp/?login=sudha@bentonbiz.com,http://www.phishtank.com/phish_detail.php?phish_id=7320243,2021-10-14T14:05:13+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320241,http://drlalsurgicalhospital.com/mzbxqaznxaw/home,http://www.phishtank.com/phish_detail.php?phish_id=7320241,2021-10-14T14:05:10+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320242,http://drlalsurgicalhospital.com/mzbxqaznxaw/home/,http://www.phishtank.com/phish_detail.php?phish_id=7320242,2021-10-14T14:05:10+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320240,http://www.puneinfoguide.eclatmediasolution.website/,http://www.phishtank.com/phish_detail.php?phish_id=7320240,2021-10-14T14:05:04+00:00,yes,2021-10-22T07:27:01+00:00,yes,Other
7320233,http://ams3.digitaloceanspaces.com/libertyfrac23iuy3r87/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7320233,2021-10-14T14:04:49+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320220,https://www.santepluspharma.eclatmediasolution.website/wells/i1.html?US=_d1a6e9c9ec7194c240e0b36d9f26a3f0=United%20States,http://www.phishtank.com/phish_detail.php?phish_id=7320220,2021-10-14T14:04:01+00:00,yes,2021-10-17T22:53:46+00:00,yes,Other
7320219,https://fq2wsad.lapar83986.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7320219,2021-10-14T14:03:57+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320215,https://mail.santepluspharma.com/wells/i1.html?US=_a2b665e86e9bf7b48a5b5e12037c41f0=United%20States,http://www.phishtank.com/phish_detail.php?phish_id=7320215,2021-10-14T14:03:43+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320205,https://vivalagaleria.com/dv/login.php?cmd=login_submit&amp;id=681921ac4896cf969093faf7909538e7681921ac4896cf969093faf7909538e7&amp;session=681921ac4896cf969093faf7909538e7681921ac4896cf969093faf7909538e7,http://www.phishtank.com/phish_detail.php?phish_id=7320205,2021-10-14T14:02:54+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320204,https://vivalagaleria.com/dv/login.php?cmd=login_submit&amp;id=c59bd4c48d90f18bbb258a0d5bf9ea73c59bd4c48d90f18bbb258a0d5bf9ea73&amp;session=c59bd4c48d90f18bbb258a0d5bf9ea73c59bd4c48d90f18bbb258a0d5bf9ea73,http://www.phishtank.com/phish_detail.php?phish_id=7320204,2021-10-14T14:02:48+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320201,http://anpgroup.ir/comsx,http://www.phishtank.com/phish_detail.php?phish_id=7320201,2021-10-14T14:02:40+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320202,http://anpgroup.ir/comsx/,http://www.phishtank.com/phish_detail.php?phish_id=7320202,2021-10-14T14:02:40+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320197,http://thebeetlelabs.com/js/drive/drive/drive,http://www.phishtank.com/phish_detail.php?phish_id=7320197,2021-10-14T14:02:29+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320198,http://thebeetlelabs.com/js/drive/drive/drive/,http://www.phishtank.com/phish_detail.php?phish_id=7320198,2021-10-14T14:02:29+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320183,https://certi-code.com/61e46/,http://www.phishtank.com/phish_detail.php?phish_id=7320183,2021-10-14T14:01:40+00:00,yes,2021-10-14T14:13:24+00:00,yes,Other
7320129,http://btserverrf.boxmode.io/,http://www.phishtank.com/phish_detail.php?phish_id=7320129,2021-10-14T13:11:05+00:00,yes,2021-10-14T13:16:14+00:00,yes,Other
7320130,https://btserverrf.boxmode.io/,http://www.phishtank.com/phish_detail.php?phish_id=7320130,2021-10-14T13:11:05+00:00,yes,2021-10-14T13:16:14+00:00,yes,Other
7320128,https://www.potenciainvestimentos.com.br/credito-rural/?gclid=Cj0KCQjwxdSHBhCdARIsAG6zhlW3iLIsir419QIFPJnLz_7618fFc9pHYDVscg-LpVzEBbaHZvQ5rvIaAjuIEALw_wcB,http://www.phishtank.com/phish_detail.php?phish_id=7320128,2021-10-14T13:07:15+00:00,yes,2021-10-14T13:16:14+00:00,yes,Caixa
7320121,http://brr.notificacaodoaplicativosms.com,http://www.phishtank.com/phish_detail.php?phish_id=7320121,2021-10-14T13:02:03+00:00,yes,2021-10-14T13:08:31+00:00,yes,Caixa
7320109,https://linktr.ee/btcesecurebt365qinbox,http://www.phishtank.com/phish_detail.php?phish_id=7320109,2021-10-14T12:28:09+00:00,yes,2021-10-14T12:36:24+00:00,yes,Other
7320107,https://linktr.ee/btcesecurebt365inbox,http://www.phishtank.com/phish_detail.php?phish_id=7320107,2021-10-14T12:27:04+00:00,yes,2021-10-14T12:36:24+00:00,yes,Other
7320091,https://at-t-yahoo.sitey.me/,http://www.phishtank.com/phish_detail.php?phish_id=7320091,2021-10-14T12:12:12+00:00,yes,2021-10-29T06:39:04+00:00,yes,Other
7320058,https://esatunggalpratama.com/max/updatedwebmails/#example@example.com,http://www.phishtank.com/phish_detail.php?phish_id=7320058,2021-10-14T11:08:47+00:00,yes,2021-10-28T14:39:28+00:00,yes,Other
7320053,https://fadi.flox.sk/,http://www.phishtank.com/phish_detail.php?phish_id=7320053,2021-10-14T11:07:51+00:00,yes,2021-10-29T14:14:02+00:00,yes,Microsoft
7319988,https://secure300.inmotionhosting.com/~veloci40/bw/71213/finish.html,http://www.phishtank.com/phish_detail.php?phish_id=7319988,2021-10-14T09:30:13+00:00,yes,2021-10-21T08:38:36+00:00,yes,Other
7319984,https://sites.google.com/view/bvnnvmvm/home,http://www.phishtank.com/phish_detail.php?phish_id=7319984,2021-10-14T09:25:28+00:00,yes,2021-10-14T09:29:33+00:00,yes,Other
7319982,https://sites.google.com/view/uiooioooi/home,http://www.phishtank.com/phish_detail.php?phish_id=7319982,2021-10-14T09:23:43+00:00,yes,2021-10-14T09:29:33+00:00,yes,Other
7319981,https://sites.google.com/view/gdtrgtagtahgsffsrwrw/home,http://www.phishtank.com/phish_detail.php?phish_id=7319981,2021-10-14T09:21:42+00:00,yes,2021-10-14T09:29:33+00:00,yes,Other
7319980,https://sites.google.com/view/sddfgggf/home,http://www.phishtank.com/phish_detail.php?phish_id=7319980,2021-10-14T09:19:15+00:00,yes,2021-10-14T09:29:33+00:00,yes,Other
7319962,https://genietech.sg/Onedrive/Onedrive/emailcode/email.php,http://www.phishtank.com/phish_detail.php?phish_id=7319962,2021-10-14T08:48:08+00:00,yes,2021-10-21T19:56:00+00:00,yes,Other
7319937,https://sites.google.com/view/vdffshpppeuejkilofeshesibe/home,http://www.phishtank.com/phish_detail.php?phish_id=7319937,2021-10-14T08:14:28+00:00,yes,2021-10-14T08:18:58+00:00,yes,Other
7319893,https://sites.google.com/view/utyuouo/home,http://www.phishtank.com/phish_detail.php?phish_id=7319893,2021-10-14T07:04:31+00:00,yes,2021-10-14T07:07:13+00:00,yes,Other
7319892,https://sites.google.com/view/hgsfdlopapopopaoos/home,http://www.phishtank.com/phish_detail.php?phish_id=7319892,2021-10-14T07:02:43+00:00,yes,2021-10-14T07:07:13+00:00,yes,Other
7319851,https://btsejrvicre.boxmode.io/,http://www.phishtank.com/phish_detail.php?phish_id=7319851,2021-10-14T05:59:05+00:00,yes,2021-10-14T06:16:12+00:00,yes,Other
7319836,http://www.c3i0y.cn/dbs-wa,http://www.phishtank.com/phish_detail.php?phish_id=7319836,2021-10-14T05:24:40+00:00,yes,2021-10-14T05:28:49+00:00,yes,"JPMorgan Chase and Co."
7319834,http://www.z965.cn/dbs-wa,http://www.phishtank.com/phish_detail.php?phish_id=7319834,2021-10-14T05:23:34+00:00,yes,2021-10-14T05:28:49+00:00,yes,Other
7319832,http://www.wgz1.cn/dbs-wa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7319832,2021-10-14T05:20:41+00:00,yes,2021-10-14T05:28:49+00:00,yes,Other
7319831,http://www.xv5zie6.cn/dbs-wa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7319831,2021-10-14T05:19:48+00:00,yes,2021-10-14T05:28:49+00:00,yes,Other
7319830,http://www.w9vtmqm.cn/dbs-wa,http://www.phishtank.com/phish_detail.php?phish_id=7319830,2021-10-14T05:17:51+00:00,yes,2021-10-14T05:28:49+00:00,yes,Other
7319810,https://shopee66.club,http://www.phishtank.com/phish_detail.php?phish_id=7319810,2021-10-14T04:09:57+00:00,yes,2021-10-29T06:39:04+00:00,yes,Other
7319806,https://shopee66.live,http://www.phishtank.com/phish_detail.php?phish_id=7319806,2021-10-14T04:07:28+00:00,yes,2021-10-29T15:59:25+00:00,yes,Other
7319796,http://www.bhbyby.cn/dbs-wa,http://www.phishtank.com/phish_detail.php?phish_id=7319796,2021-10-14T03:14:59+00:00,yes,2021-10-14T03:21:23+00:00,yes,Other
7319795,http://www.wallway.cn/dbs-wa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7319795,2021-10-14T03:14:47+00:00,yes,2021-10-14T03:21:23+00:00,yes,"eBay, Inc."
7319793,http://www.bangte008.cn/dbs-wa,http://www.phishtank.com/phish_detail.php?phish_id=7319793,2021-10-14T03:09:02+00:00,yes,2021-10-14T03:14:15+00:00,yes,Other
7319792,http://www.sxsmnl.cn/dbs-wa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7319792,2021-10-14T03:07:35+00:00,yes,2021-10-14T03:14:15+00:00,yes,"Bank of America Corporation"
7319780,https://245.riliwob272.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7319780,2021-10-14T03:06:35+00:00,yes,2021-10-14T03:14:15+00:00,yes,Other
7319777,http://qfw.tosex35238.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7319777,2021-10-14T03:06:27+00:00,yes,2021-10-14T03:14:15+00:00,yes,Other
7319765,http://yayanti.com/wells/i1.html?am=_3b5193fe5f1e66b57a694e548f47468a=armenia,http://www.phishtank.com/phish_detail.php?phish_id=7319765,2021-10-14T03:05:34+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319754,https://www.peppylids.co.uk/wp-content/toobroke/MicrosoftAccount.html,http://www.phishtank.com/phish_detail.php?phish_id=7319754,2021-10-14T03:04:55+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319744,https://www.crpmoney.com/98d8a23fd60826a2a474c5b4f5811707,http://www.phishtank.com/phish_detail.php?phish_id=7319744,2021-10-14T03:04:23+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319745,https://www.crpmoney.com/98d8a23fd60826a2a474c5b4f5811707/,http://www.phishtank.com/phish_detail.php?phish_id=7319745,2021-10-14T03:04:23+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319742,https://www.crpmoney.com/8d8818c8e140c64c743113f563cf750f/,http://www.phishtank.com/phish_detail.php?phish_id=7319742,2021-10-14T03:04:19+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319741,https://www.crpmoney.com/8d8818c8e140c64c743113f563cf750f,http://www.phishtank.com/phish_detail.php?phish_id=7319741,2021-10-14T03:04:18+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319740,https://www.crpmoney.com/774b0e07753b0b94d1a1c5b0543b5fe1/,http://www.phishtank.com/phish_detail.php?phish_id=7319740,2021-10-14T03:04:15+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319739,https://www.crpmoney.com/774b0e07753b0b94d1a1c5b0543b5fe1,http://www.phishtank.com/phish_detail.php?phish_id=7319739,2021-10-14T03:04:14+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319737,https://www.crpmoney.com/6734fa703f6633ab896eecbdfad8953a,http://www.phishtank.com/phish_detail.php?phish_id=7319737,2021-10-14T03:04:11+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319738,https://www.crpmoney.com/6734fa703f6633ab896eecbdfad8953a/,http://www.phishtank.com/phish_detail.php?phish_id=7319738,2021-10-14T03:04:11+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319735,https://www.crpmoney.com/6528f3f143a1db743a30a3c4443d35c8,http://www.phishtank.com/phish_detail.php?phish_id=7319735,2021-10-14T03:04:07+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319736,https://www.crpmoney.com/6528f3f143a1db743a30a3c4443d35c8/,http://www.phishtank.com/phish_detail.php?phish_id=7319736,2021-10-14T03:04:07+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319734,https://www.crpmoney.com/51db672ac302a163017367f46d48f602/,http://www.phishtank.com/phish_detail.php?phish_id=7319734,2021-10-14T03:04:03+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319733,https://www.crpmoney.com/51db672ac302a163017367f46d48f602,http://www.phishtank.com/phish_detail.php?phish_id=7319733,2021-10-14T03:04:02+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319732,https://www.crpmoney.com/3b9be7e15b46c42911f39a4a9e861022/,http://www.phishtank.com/phish_detail.php?phish_id=7319732,2021-10-14T03:03:59+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319731,https://www.crpmoney.com/3b9be7e15b46c42911f39a4a9e861022,http://www.phishtank.com/phish_detail.php?phish_id=7319731,2021-10-14T03:03:58+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319730,https://www.crpmoney.com/35bf98501edec1431e0c2fabe948da66,http://www.phishtank.com/phish_detail.php?phish_id=7319730,2021-10-14T03:03:54+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319729,https://www.bargesurekhaslate.com/chase/firstlog.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTk1OTU5NzAzNQ==MTk1OTU5NzAzNQ==&amp;session=MTk1OTU5NzAzNQ==MTk1OTU5NzAzNQ==,http://www.phishtank.com/phish_detail.php?phish_id=7319729,2021-10-14T03:03:49+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319723,https://photo-wee.com/crosbybrownlie/home/?sslchannel=true&amp;sessionid=5OPLk5ZgwsRkz3fC2pzpmut4fboHo4OOG0SCCzsj1gzWrJeF8lclkPvVoUzCenLGrE9K618Nzsdgbh59,http://www.phishtank.com/phish_detail.php?phish_id=7319723,2021-10-14T03:03:24+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319721,https://odiasamaj.net/php/BDO/sso/login.php,http://www.phishtank.com/phish_detail.php?phish_id=7319721,2021-10-14T03:03:16+00:00,yes,2021-10-17T23:06:38+00:00,yes,Other
7319713,https://sman3bl.sch.id/wp-admin/ws-op/china/index.php?login=alejandro.asrin@tarjetanaranja.com.ar,http://www.phishtank.com/phish_detail.php?phish_id=7319713,2021-10-14T03:02:47+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319712,http://sman3bl.sch.id/wp-admin/ws-op/china/index.php?login=alejandro.asrin@tarjetanaranja.com.ar,http://www.phishtank.com/phish_detail.php?phish_id=7319712,2021-10-14T03:02:45+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319705,https://gazirafsan.com/fidelity/home/verify.php,http://www.phishtank.com/phish_detail.php?phish_id=7319705,2021-10-14T03:02:29+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319689,http://www.t5z6foph.cn/dbs-wa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7319689,2021-10-14T03:01:39+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319663,https://www.puneinfoguide.com/,http://www.phishtank.com/phish_detail.php?phish_id=7319663,2021-10-14T03:00:24+00:00,yes,2021-10-18T15:08:49+00:00,yes,Other
